
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,																			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,																		*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
			AKS74U,																							W,		8000,		3900
			MSFC_AKS74U_Desert,																	W,		5000,		3000
			MSFC_AKS74U_White,																	W,		5000,		3000
			MSFC_PP19_Vityaz,																		W,		3000,		1500
			MSFC_PP19_Vityaz_Black,															W,		5000,		2500
			MSFC_PP19_Vityaz_Green,															W,		5000,		2500
			MSFC_PP19_Vityaz_Desert,														W,		5000,		2500
			MSFC_PP19_Vityaz_White,															W,		5000,		2500
			TTC_AACHoney,																	 			W, 		14000, 6300
			TTC_AACHoney_B, 																		W, 		14000, 6300
			TTC_AACHoney_300blk, 																W, 		18000, 8500
			TTC_AACHoney_300blk_B, 															W, 		18000, 8500


		<Category> Автоматы
			FAL,																								W,		24000,	9500
			AKM,																								W,		10000,		3750
			AK101,																							W,		10000,	4750
			AK74,																								W,		8000,		3250
			M4A1,																								W,		12000,	5050
			MSFC_M4A1_Desert,																		W,		15000,	6700
			MSFC_M4A1_White,																		W,		15000,	6700
			MSFC_AN94,																					W,		10000,	4000
			MSFC_AN94_Black,																		W,		12000,	6400
			MSFC_AN94_Green,																		W,		12000,	6400
			MSFC_AN94_Desert,																		W,		12000,	6400
			MSFC_AN94_White,																		W,		12000,	6400
			MSFC_AK_ALFA,																				W,		9000,		4000
			MSFC_AK_ALFA_Black,																	W,		9000,		4000
			MSFC_AK_ALFA_Green,																	W,		9000,		4000
			MSFC_AK_ALFA_Desert,																W,		9000,		4000
			MSFC_AK_ALFA_White,																	W,		9000,		4000
			MSFC_AK12MR,																				W,		13000,	5500
			MSFC_AK12MR_Black,																	W,		13000,	5500
			MSFC_AK12MR_Green,																	W,		13000,	5500
			MSFC_AK12MR_Desert,																	W,		13000,	5500
			MSFC_AK12MR_White,																	W,		13000,	5500
			MSFC_AK103,																					W,		9000,		4500
			MSFC_AK103_Black,																		W,		9000,		4500
			MSFC_AK103_Green,																		W,		9000,		4500
			MSFC_AK103_Desert,																	W,		9000,		4500
			MSFC_AK103_White,																		W,		9000,		4500
			MSFC_AK105,																					W,		12000,	5500
			MSFC_AK105_Black,																		W,		12000,	5500
			MSFC_AK105_Green,																		W,		12000,	5500
			MSFC_AK105_Desert,																	W,		12000,	5500
			MSFC_AK105_White,																		W,		12000,	5500
			MSFC_AK15MR,																				W,		9000,		4500
			MSFC_AK15MR_Black,																	W,		9000,		4500
			MSFC_AK15MR_Green,																	W,		9000,		4500
			MSFC_AK15MR_Desert,																	W,		9000,		4500
			MSFC_AK15MR_White,																	W,		9000,		4500
			MSFC_RPK,																						W,		14000,	6000
			MSFC_RPK74,																					W,		13000,	5000
			MSFC_RPK16MR,																				W,		12000,	5000
			MSFC_RPK16MR_Black,																	W,		12000,	5500
			MSFC_RPK16MR_Green,																	W,		12000,	5500
			MSFC_RPK16MR_Desert,																W,		12000,	5500
			MSFC_RPK16MR_White,																	W,		12000,	5500
			MSFC_Tactical_AR15,																	W,		15000,	7000
			MSFC_Tactical_AR15_Black,														W,		15000,	7000
			MSFC_Tactical_AR15_Green,														W,		15000,	7000
			MSFC_Tactical_AR15_Desert,													W,		15000,	7000
			MSFC_Tactical_AR15_White,														W,		15000,	7000
			MSFC_AK74_Desert,																		W,		9000,		4500
			MSFC_AK74_White,																		W,		9000,		4500
			MSFC_AK101_Desert,																	W,		9000,		4500
			MSFC_AK101_White,																		W,		9000,		4500
			MSFC_AKM_Desert,																		W,		11000,	5000
			MSFC_AKM_White,																			W,		11000,	5000
			MSFC_AKM_Green,																			W,		11000,	5000
			MSFC_AKM_Golden,																		W,		-1,			60000
			MSFC_AKM_Chrome,																		W,		-1,			30000
			MSFC_HK416,																					W,		17000,	8000
			MSFC_HK416_Black,																		W,		17000,	8000
			MSFC_HK416_Green,																		W,		17000,	8000
			MSFC_HK416_Desert,																	W,		17000,	8000
			MSFC_HK416_White,																		W,		17000,	8000
			MSFC_MSBS,																					W,		14000,	5900
			MSFC_MSBS_Black,																		W,		14000,	5900
			MSFC_MSBS_Green,																		W,		14000,	5900
			MSFC_MSBS_Desert,																		W,		14000,	5900
			TTC_KAC, 																						W, 		8000, 	3200
			TTC_HK416Tan, 																			W, 		16000, 	6500
			TTC_HK416OD, 																				W, 		16000, 	6500
			TTC_HK416Black, 																		W, 		16000, 	6500
			TTC_SG552, 																					W, 		14000, 	6400
			TTC_SG552_Wood, 																		W, 		15000, 	7300
			TTC_SG552_Black, 																		W, 		15000, 	7300
			TTC_SG550, 																					W, 		14000, 	6000
			TTC_SG550_Black, 																		W, 		16000, 	8000
			TTC_SG550_Pink, 																		W, 		14000, 	6000
			TTC_M16, 																						W, 		8000, 	3200
			TTC_AEK973, 																				W, 		10000, 	4200
			TTC_SCARL, 																					W, 		14000, 	6000
			TTC_SCARLSnow, 																			W, 		14000, 	6000
			TTC_SCARLBlack, 																		W, 		16000, 	8000
			TTC_SCARHBlack, 																		W,	 	16000, 	8000
			TTC_M16A4, 																					W, 		5000, 	2000
			TTC_M4Tac, 																					W, 		8000, 	3500
			TTC_AK12, 																					W, 		13000, 	6000
			TTC_AK12_Worn, 																			W, 		13000, 	6000
			TTC_AKMod, 																					W, 		12500, 	5200
			TTC_AKMod_Snow, 																		W, 		12500, 	5200
			TTC_AKMod_Multi, 																		W, 		12500, 	5200
			TTC_AKMod_Digi, 																		W, 		12500, 	5200
			TTC_AKMod_Tan, 																			W, 		12500, 	5200
			TTC_AKModPK, 																				W, 		11300, 	5900
			TTC_AKModPK_Snow, 																	W, 		11300, 	5900
			TTC_AKModPK_Multi, 																	W, 		11300, 	5900
			TTC_AKModPK_Digi, 																	W, 		11300, 	5900
			TTC_AKModPK_Tan, 																		W, 		11300, 	5900
			TTC_AKMod_Gold,		  																W, 		-1, 	 	50000
			TTC_AKModPK_Gold, 																	W, 		-1, 		50000

		<Category> Sniper Rifles
			TTC_M14, 																						W, 		25000, 	9000
			TTC_M14_Camo, 																			W, 		25000, 	9000
			TTC_M14_Snow, 																			W, 		25000, 	9000
			VSS,																								W,		51600,	15000
			SVD,																								W,		23000,	10000
			MSFC_SVD_Desert,																		W,		26000,	12000
			MSFC_SVD_White,																			W,		26000,	12000
			MSFC_SVD_Green,																			W,		26000,	12000
			MSFC_SVD_Wooden,																		W,		26000,	12000
			MSFC_Tigr308,																				W,		28000,	14000
			MSFC_L96A1,																					W,		29000,	18000
			MSFC_L96A1_Black,																		W,		35000,	18000
			MSFC_L96A1_Green,																		W,		30000,	15000
			MSFC_L96A1_Desert,																	W,		30000,	15000
			MSFC_L96A1_White,																		W,		30000,	15000
			MSFC_CZ805,																					W,		15000,	7000
			MSFC_CZ805_Black,																		W,		18000,	9000
			MSFC_CZ805_Green,																		W,		18000,	9000
			MSFC_CZ805_Desert,																	W,		18000,	9000
			MSFC_CZ805_White,																		W,		18000,	9000
			MSFC_AR15_762x39,																		W,		12000,	6000
			TTC_MAS36,																					W, 		20000, 	7500
			TTC_FD338, 																					W, 		80000, 	38000
			TTC_M24,  																					W, 		40000, 	18000
			TTC_M24_Bjorn,  																		W, 		40000, 	18000
			TTC_M24_Woodland,  																	W, 		40000, 	18000
			TTC_M24_WoodlandOld,  															W,	 	40000, 	18000
			TTC_HKG28, 																					W,	 	40000, 	18000
			TTC_G3, 																						W, 		36000, 	18400
			TTCSR25,																						W,		25000, 	10000
			TTCSR25_Desert, 																		W, 		28000, 	12000
			TTCSR25_Snow, 																			W, 		29000, 	15000
			TTCSR25_OD, 																				W, 		28000, 	12000
			TTC_HK417, 																					W, 		29000, 	12000
			TTC_M4DMR, 																					W, 		14000, 	5750
			TTC_M4DMROD,																			 	W, 		14000, 	5750
			TTC_M4DMRDesert,																 		W, 		14000, 	5750



		<Category> Grenades
			RGD5Grenade,																				1,		5000,	1000
			M67Grenade,																					1,		5000,	1000
			M18SmokeGrenade_Red,																1,		1600,	700
			M18SmokeGrenade_Green,															1,		1600,	700
			M18SmokeGrenade_Yellow,															1,		1600,	700
			M18SmokeGrenade_Purple,															1,		1600,	700
			M18SmokeGrenade_White,															1,		1600,	700
			RDG2SmokeGrenade_Black,															1,		1600,	700
			RDG2SmokeGrenade_White,															1,		1600,	700
			FlashGrenade,																				1,		1600,	700


			<Category> Черный Торговец
			Никто его не видел, но все говорят, что он где-то есть.
			Я готов купить у вас это оружие..
			MSFC_BarrettM82,																		W,		-1,		100000
			MSFC_BarrettM82_Black,															W,		-1,		100000
			MSFC_BarrettM82_Green,															W,		-1,		100000
			MSFC_BarrettM82_Desert,															W,		-1,		100000
			MSFC_BarrettM82_White,															W,		-1,		100000
			MSFC_ORSIS_T5000,																		W,		-1,		120000
			MSFC_ORSIS_T5000_Black,															W,		-1,		120000
			MSFC_ORSIS_T5000_Green,															W,		-1,		120000
			MSFC_ORSIS_T5000_Desert,														W,		-1,		120000
			MSFC_ORSIS_T5000_White,															W,		-1,		120000
			MSFC_OSV96,																					W,		-1,		120000
			MSFC_OSV96_Black,																		W,		-1,		120000
			MSFC_OSV96_Green,																		W,		-1,		120000
			MSFC_OSV96_Desert,																	W,		-1,		120000
			MSFC_OSV96_White,																		W,		-1,		120000
			TTC_Beowulf,																				W, 		-1,		80000
			TTC_M82, 																						W,		-1,		100000
			TTC_M82_Tan, 																				W, 		-1,		100000
			TTC_MRAD, 																					W, 		-1, 	50000
			TTC_XM2010, 																				W, 		-1, 	75000
			TTC_R700_Black, 																		W, 		-1, 	9000
			TTC_M110, 																					W, 		-1, 	140000
			TTC_M110_Black, 																		W, 		-1, 	150000


<Trader> Патроны и все остальное
	<Category> Патроны россыпью по 10
		Ammo_380,																							10,		16,		-1
		Ammo_9x19,																						10,		20,		-1
		Ammo_22,																							10,		10,		-1
		Ammo_45ACP,																						10,		20,		-1
		Ammo_12gaPellets,																			10,		10,		5
		Ammo_12gaSlug,																				10,		15,		5
		Ammo_9x39,																						10,		17,		5
		Ammo_9x39AP,																					10,		150,		15
		Ammo_308Win,																					10,		80,		30
		Ammo_545x39,																					10,		75,		40
		Ammo_556x45,																					10,		75,		35
		Ammo_762x39,																					10,		75,		35
		Ammo_762x54,																					10,		75,		35
		Ammo_556x45Tracer,																		10,		120,	50
		Ammo_545x39Tracer,																		10,		120,	50
		Ammo_762x39Tracer,																		10,		120,	50
		Ammo_762x54Tracer,																		10,		250,	50
		Ammo_308WinTracer,																		10,		300,	150
		Ammo_Flare,																						10,		250,	70
	  Ammo_FlareBlue,																				10,		250,	70
	  Ammo_FlareGreen,																			10,		250,	70
	  Ammo_FlareRed,																				10,		250,	70
		TTC_Ammo_50BMG, 																			10, 	-1, 	5000
		TTC_Ammo_8mm, 																				10,		150, 	50
		TTC_Ammo_30carbine, 																	10, 	100, 	50
		TTC_Ammo_300blk, 																			10, 	400, 	200
		TTC_Ammo_338, 																				10, 	2000, 900
		TTC_Ammo_50Beo, 																			10, 	400, 	200
		TTC_Ammo_303, 																				10, 	400, 	200
		TTC_Ammo_3006, 																				10, 	1000,	500
		TTC_Ammo_4570, 																				10, 	1000,	500

	<Category> Коробки с патронами
		AmmoBox_380_35rnd,																		*,		500,	-1
		AmmoBox_9x19_25rnd,																		*,		500,	-1
		AmmoBox_45ACP_25rnd,																	*,		400,	-1
		AmmoBox_22_50Rnd,																			*,		500,	10
		AmmoBox_00buck_10rnd,																	*,		500,	30
		AmmoBox_12gaSlug_10Rnd,																*,		500,	20
		AmmoBox_9x39_20Rnd,																		*,		250,	100
		AmmoBox_9x39AP_20Rnd,																	*,		300,	150
		AmmoBox_308Win_20Rnd,																	*,		160,	20
		AmmoBox_545x39_20Rnd,																	*,		150,	75
		AmmoBox_556x45_20Rnd,																	*,		150,	75
		AmmoBox_762x39_20Rnd,																	*,		150, 	75
		AmmoBox_762x54_20Rnd,																	*,		150,	100
		AmmoBox_308WinTracer_20Rnd,														*,		600,	258
		AmmoBox_545x39Tracer_20Rnd,														*,		240, 	100
		AmmoBox_556x45Tracer_20Rnd,														*,		240,	100
		AmmoBox_762x39Tracer_20Rnd,														*,		240,	100
		AmmoBox_762x54Tracer_20Rnd,														*,		500,	220
		TTC_Ammobox_50BMG_10rnd, 															*, 		-1, 	5000
		TTC_AmmoBox_8mm_20Rnd, 																*, 		300, 	150
		TTC_AmmoBox_30CAL_30Rnd, 															*, 		400,	200
		TTC_AmmoBox_300blk_20rnd, 														*, 		800,	400
		TTC_AmmoBox_338mm_10Rnd, 															*, 		2000, 900
		TTC_AmmoBox_50Beo_20rnd, 															*, 		800, 	400
		TTC_AmmoBox_303_20Rnd, 																*, 		800,	400
		TTC_AmmoBox_3006_20Rnd, 															*, 		2000,	1000
		TTC_AmmoBox_4570_20Rnd, 															*, 		2000, 1000

	<Category> Magazines
		Mag_IJ70_8Rnd,																    M,		100,		50
		Mag_CZ75_15Rnd,																    M,		100,		50
		Mag_Glock_15Rnd,															    M,		100,		50
		Mag_MKII_10Rnd,																    M,		100,		50
		Mag_1911_7Rnd,																    M,		110,	50
		Mag_FNX45_15Rnd,															    M,		150,	50
		Mag_Deagle_9rnd, 																	M,		750,	250
		Mag_CZ527_5rnd,																    M,		120,	60
		Mag_CZ61_20Rnd,																    M,		140,	70
		Mag_UMP_25Rnd,																    M,		250,	70
		Mag_MP5_30Rnd,																    M,		300,	70
		Mag_FAL_20Rnd,																    M,		1100,	495
		Mag_Saiga_5Rnd,																    M,		500,	250
		Mag_Saiga_8Rnd,																    M,		700,	300
		Mag_Saiga_Drum20Rnd,														  M,		1000,	400
		Mag_AKM_30Rnd,																    M,		300,	155
		Mag_AKM_Palm30Rnd,															  M,		350,	160
		Mag_AKM_Drum75Rnd,															  M,		-1,		1220
		Mag_AK101_30Rnd,															    M,		480,	250
		Mag_AK74_30Rnd,																    M,		450,	220
		Mag_STANAG_30Rnd,															 	  M,		500,	210
		Mag_STANAGCoupled_30Rnd,													M,		1140,	350
		Mag_CMAG_10Rnd,																  	M,		250,	155
		Mag_CMAG_20Rnd,																  	M,		350,	200
		Mag_CMAG_30Rnd,																  	M,		560,	200
		Mag_CMAG_40Rnd,																  	M,		800,	400
		Mag_VSS_10Rnd,																  	M,		1200,	300
		Mag_SVD_10Rnd,																  	M,		900,	450
		Mag_308WinSnaploader_2Rnd,											  M,		1200,	500
		Mag_cs5_10Rnd_mung,			       							 		  M,		1200,	500
		Mag_SG_30Rnd,		 																	M, 		500, 250
		Mag_TTCM1_15Rnd, 																	M, 		500, 250
		//ttc
		TTC_308Stanag,   																	M, 200, 100
		TTC_300Stanag,   																	M, 200, 100
		TTC_300Cmag, 		 																	M, 200, 100
		TTC_338mag_10rnd, 																M, 200, 100
		TTC_M24mag_5rnd, 																	M, 200, 100
		TTC_SCARHMag, 																		M, 200, 100
		TTC_50Beo_mag, 																		M, 200, 100
		TTC_DMR_556Stanag_30rnd, 													M, 200, 100
		TTC_DMR_556Stanag_30rnd_camo, 										M, 200, 100
		TTC_DMR_556Stanag_30rnd_Digitan, 									M, 200, 100
		TTC_DMR_556Stanag_30rnd_Tan, 											M, 200, 100
		TTC_DMR_556Stanag_30rnd_UPC, 											M, 200, 100
		TTC_DMR_556Stanag_100rnd, 												M, -1, 2500
		TTC_DMR_556Stanag_100rnd_camo, 										M, -1, 2500
		TTC_DMR_556Stanag_100rnd_Digitan, 								M, -1, 2500
		TTC_DMR_556Stanag_100rnd_Tan, 										M, -1, 2500
		TTC_DMR_556Stanag_100rnd_UPC, 										M, -1, 2500
		TTC_DMR_556Pmag_30rnd, 														M, 200, 100
		TTC_DMR_556Pmag_30rnd_camo, 											M, 200, 100
		TTC_DMR_556Pmag_30rnd_Digitan,  									M, 200, 100
		TTC_DMR_556Pmag_30rnd_Tan,  											M, 200, 100
		TTC_DMR_556Pmag_30rnd_UPC,  											M, 200, 100
		TTC_DMR_556Pmag_40rnd, 														M, 200, 100
		TTC_DMR_556Pmag_40rnd_camo, 											M, 200, 100
		TTC_DMR_556Pmag_40rnd_Digitan,  									M, 200, 100
		TTC_DMR_556Pmag_40rnd_Tan, 												M, 200, 100
		TTC_DMR_556Pmag_40rnd_UPC, 												M, 200, 100
		TTC_DMR_556Pmag_100rnd, 													M, -1, 2500
		TTC_DMR_556Pmag_100rnd_camo, 											M, -1, 2500
		TTC_DMR_556Pmag_100rnd_Digitan, 									M, -1, 2500
		TTC_DMR_556Pmag_100rnd_Tan, 											M, -1, 2500
		TTC_DMR_556Pmag_100rnd_UPC, 											M, -1, 2500
		TTC_DMR_762Stanag_20rnd, 													M, 200, 100
		TTC_DMR_762Stanag_20rnd_camo, 										M, 200, 100
		TTC_DMR_762Stanag_20rnd_Digitan,  								M, 200, 100
		TTC_DMR_762Stanag_20rnd_Tan, 											M, 200, 100
		TTC_DMR_762Stanag_20rnd_UPC, 											M, 200, 100
		TTC_DMR_762Stanag_10rnd, 													M, 200, 100
		TTC_DMR_762Stanag_10rnd_camo, 										M, 200, 100
		TTC_DMR_762Stanag_10rnd_Digitan, 									M, 200, 100
		TTC_DMR_762Stanag_10rnd_Tan, 											M, 200, 100
		TTC_DMR_762Stanag_10rnd_UPC, 											M, 200, 100
		TTC_M82_5rnd_Mag, 																M, 600, 100
		TTC_M14_Mag_20rnd,																M, 200, 100
		TTC_338mag_5rnd, 																	M, 3200, 1000
		TTC_XM2010_10rnd, 																M, 200, 100
		TTC_AK12_Drum_90rnd, 															M, 4100, 1900
		TTC_G3_Magazine_20rnd, 														M, 1300, 500
		TTC_HK417_Magazine_20rnd, 												M, 1500, 600
		Mag_Kimber1911_10Rnd, 														M, 200, 100
		TTC_Mag_M9_15Rnd, 																M, 200, 100
		TTC_AKMod_762x54_30rnd, 													M, 800, 400
		TTC_AKMod_762x54_65rnd, 													M, 3600, 1000
		//Msp
		Mag_gewehr43_10Rnd_mung,				 							 		*,		   400,	 200
		Msp_Water_Gun_Mag,																*,		4000,	1200
		//MSFC
		MSFC_AK15MR_30RND,
		MSFC_AK15MR_30RND_Black,													M, 400, 100
		MSFC_AK15MR_30RND_Green,													M, 400, 100
		MSFC_AK15MR_30RND_Desert, 												M, 400, 100
		MSFC_AK15MR_30RND_White,													M, 400, 100
		MSFC_AR15_762x39_RND,															M, 400, 100

	<Category> Рукоядки
		MP5_PlasticHndgrd,																*,		250,	100
		MP5_RailHndgrd,																		*,		250,	100
		AK74_Hndgrd,																			*,		600,	300
		AK_WoodHndgrd,																		*,		600,	300
		AK_RailHndgrd,																		*,		600,	300
		AK_PlasticHndgrd,																	*,		600,	300
		M4_PlasticHndgrd,																	*,		800,	400
		M4_RISHndgrd,																			*,		800,	400
		M4_MPHndgrd,																			*,		800,	400
		TTC_DMR_Hndguard, 																*, 		800, 400
		TTC_DMR_HndguardOD, 															*, 		800, 400
		TTC_DMR_HndguardDesert, 													*, 		800, 400
		TTC_AKMod_Hndguard, 															*, 		800, 400
		TTC_AKMod_Gold_Hndguard, 													*, 		-1, 3000
		TTC_AKMod_Snow_Hndguard, 													*, 		800, 400
		TTC_AKMod_Multi_Hndguard, 												*, 		800, 400
		TTC_AKMod_Digi_Hndguard, 													*, 		800, 400
		TTC_AKMod_Tan_Hndguard, 													*, 		800, 400

	<Category> Приклады
		MP5k_StockBttstck,																*,		250,	100
		Fal_OeBttstck,																		*,		900,	450
		Fal_FoldingBttstck,																*,		900,	450
		Saiga_Bttstck,																		*,		500,	250
		AKS74U_Bttstck,																		*,		800,	400
		AK74_WoodBttstck,																	*,		800,	400
		AK_PlasticBttstck,																*,		800,	400
		AK_WoodBttstck,																		*,		800,	400
		AK_Folding800Bttstck,															*,		800,	400
		M4_OEBttstck,																			*,		900,	500
		M4_CQBBttstck,																		*,		900,	500
		M4_MPBttstck,																			*,		900,	500
		TTC_Buttstock,																		*, 		300, 	150
		TTC_Buttstock2, 																	*, 		300, 	150
		TTC_Buttstock3, 																	*, 		300, 	150
		TTC_M1StockPouch, 																*, 		500, 	250
		TTC_Buttstock_Honey,	  													*, 		600, 	300
		TTC_Buttstock_Camo, 															*, 		600, 	300
		TTC_Buttstock_Digitan,  													*, 		600, 	300
		TTC_Buttstock_Tan, 																*, 		600, 	300
		TTC_Buttstock_UPC, 																*, 		600, 	300
		TTC_ButtstockHK, 																	*, 		600, 	300
		TTC_Buttstock_Morty, 															*, 		600, 	300
		TTC_Buttstock_AK12, 															*, 		700, 	350
		TTC_AKMod_bttstk, 																*, 		300, 	200
		TTC_AKMod_Gold_bttstk, 														*, 		700, 	350
		TTC_AKMod_Snow_bttstk, 														*, 		700, 	350
		TTC_AKMod_Multi_bttstk, 													*, 		700, 	350
		TTC_AKMod_Digi_bttstk, 														*, 		700, 	350
		TTC_AKMod_Tan_bttstk, 														*, 		700, 	350
		mcmillan_buttstock,			       							   		*,		1600,	750
		zenitco_pt3_buttstock,			  							   		*,		1200,	600

	<Category> Оптика
		M4_CarryHandleOptic,															*,			150,	60
		BUISOptic,																				*,			150,	60
		FNP45_MRDSOptic,																	*,			250,	100
		ACOGOptic,																				*,			300,	120
		M68Optic,																					*,			500,	200
		M4_T3NRDSOptic,																		*,			500,	200
		KobraOptic,																				*,			600,	250
		KashtanOptic,																			*,			700,	300
		PUScopeOptic,																			*,			900,	500
		HuntingOptic,																			*,			1000,	550
		PSO1Optic,																				*,			590,	200
		PSO11Optic,																				*,			600,	240
		KazuarOptic,																			*,			2200,	1000
		AD_B13Mount,          		 												*,      	1900,   600
		AD_MosinMount,          	 												*,      	3500,   1100
		AD_ACOG,           				 												*,     		300,    120
		AD_ACOG_MosinMount,           										*,     		3800,   1350
		AD_ACOG_B13,          														*,      	2200,   1300
		AD_ACOG_RMR,           														*,      	2100,   1200
		AD_ACOG_RMR_MosinMount,          									*,     		4000,   1400
		AD_ACOG_RMR_B13,            											*,      	2500,   1400
		AD_DHF5,           																*,      	5000,   1350
		AD_DHF5_MosinMount,         											*,      	9000,   2550
		AD_DHF5_B13,           														*,      	6550,   2300
		AD_MRS,           																*,      	900,    350
		AD_MRS_MosinMount,          											*,      900,    350
		AD_MRS_B13,           														*,      900,    350
		AD_NFATACR,           														*,      900,    350
		AD_NFATACR_MosinMount,           									*,      900,    350
		AD_NFATACR_B13,          	 												*,      900,    350
		AD_NFATACR_1_8,         	 												*,      900,    350
		AD_NFATACR_1_8_MosinMount,        						  	*,      900,    350
		AD_NFATACR_1_8_B13,           										*,      900,    350
		AD_OKP7,           																*,      900,    350
		AD_OKP7_MosinMount,           										*,      900,    350
		AD_OKP7_B13,           														*,      900,    350
		AD_Pilad,          		 														*,      900,    350
		AD_Pilad_MosinMount,           										*,      900,    350
		AD_Pilad_B13,           													*,      900,    350
		AD_PVS4,           																*,      900,    350
		AD_PVS4_MosinMount,           										*,      900,    350
		AD_PVS4_B13,           														*,      900,    350
		AD_RMR,           																*,      900,    350
		AD_RMR_LM,           															*,      900,    350
		AD_RMR_LM_MosinMount,           									*,      900,    350
		AD_RMR_LM_B13,          													*,      900,    350
		AD_RMR_TM,           															*,      900,    350
		AD_RMR_TM_MosinMount,           									*,      900,    350
		AD_RMR_TM_B13,          													*,      900,    350
		AD_SpecterDR,           													*,      900,    350
		AD_SpecterDR_MosinMount,           								*,      900,    350
		AD_SpecterDR_B13,          												*,      900,    350
		TTC_G3_Optic, 																		*,			5000, 	2000
		TTC_BugBuster, 																		*,			5000,		2000
		TTC_Holo, 																				*, 			5000,		2000
		TTC_HAMR, 																				*, 			5000, 	2000

	<Category> Supressors & Compensators & Bayonets
		PistolSuppressor,																	*,		150,	75
		AK_Suppressor,																		*,		250,	125
		M4_Suppressor,																		*,		250,	125
		TTC_Universal_Suppressor_BLACK, 									*, 		7500, 2000
		TTC_Universal_Suppressor_CAMO,  									*, 		7500, 2000
		TTC_Universal_Suppressor_Tan, 										*, 		7500, 2000
		TTC_Universal_Suppressor_Snow,  									*, 		7500, 2000
		TTC_Honey_Suppressor, 														*, 		2500, 900
		TTC_DMR_Suppressor, 															*, 		500, 200
		TTC_DMR_AFG, 																			*, 		500, 200
		TTC_DMR_AFG_Green, 																*, 		500, 200
		TTC_DMR_AFG_Tan, 																	*, 		500, 200
		TTC_DMR_VFG, 																			*, 		500, 200
		TTC_DMR_VFG_Green, 																*, 		500, 200
		TTC_DMR_VFG_Tan, 																	*, 		500, 200
		TTC_DMR_Bipod, 																		*, 		500, 200
		TTC_M14Suppressor, 																*, 		500, 200
		TTC_AKMOD_AFG, 																		*, 		500, 200
		TTC_AKMod_Suppressor, 														*, 		500, 200
		Mosin_Compensator,																*,		150,	75
		MP5_Compensator,																	*,		200,	100
		Mosin_Bayonet,																		*,		100,	60
		M9A1_Bayonet,																			*,		150,	75
		AK_Bayonet,																				*,		150,	75
		SKS_Bayonet,																			*,		100,	60
		Universallight,																		*,		120,	60

		<Category> Mortys Weapon Parts

		TTC_DMR_Barrel_556, 															*, 10000, 7500
		TTC_DMR_Barrel_762, 															*, 11000, 7500
		TTC_DMR_RifleFrame, 															*, 20000, 7500
		TTC_AKMod_Barrel_76239, 													*, 11000, 7500
		TTC_AKMod_Barrel_76254, 													*, 11000, 7500
		TTC_AKMod_RifleFrame, 														*, 20000, 7500

<Trader> Clothing Trader
	<Category> Glasses
		SportGlasses_Orange,															*,		300,		150
		SportGlasses_Blue,																*,		300,		150
		SportGlasses_Black,																*,		300,		150
		SportGlasses_Green,																*,		300,		150
		ThinFramesGlasses,																*,		300,		150
		ThickFramesGlasses,																*,		300,		150
		DesignerGlasses,																	*,		300,		150
		AviatorGlasses,																		*,		400,		200
		TacticalGoggles,																	*,		600,		300
		Lennon_glasses_pink_mung,													*,		200,	 100
		Lennon_glasses_galaxy_mung,										 		*,		200,	 100
		Lennon_glasses_black_mung,           					 		*,    200,	 100
		Lennon_glasses_blue_mung,            					 		*,    200,	 100
		Lennon_glasses_yellow_mung,          					 		*,    200,	 100
		Lennon_glasses_white_mung,           					 		*,    200,	 100
		NVGHeadstrap,																			*,		12000,	4000

	<Category> SQUAD MSF-C (Base color clothes)
			MSFC_OPS_Core_EarProtection_Black,							*,		700,		250
			MSFC_OPS_Core_EarProtection_Green,							*,		700,		250
			MSFC_OPS_Core_EarProtection_Desert,							*,		700,		250
			MSFC_OPS_Core_Mandible_Black,										*,		700,		250
			MSFC_OPS_Core_Mandible_Green,										*,		700,		250
			MSFC_OPS_Core_Mandible_Desert,									*,		700,		250
			MSFC_OPS_Core_Headset_Black,										*,		900,		400
			MSFC_OPS_Core_Headset_Green,										*,		900,		400
			MSFC_OPS_Core_Headset_Desert,										*,		900,		400
			MSFC_Altyn_Visor_Green,													*,		6000,		2500
			MSFC_GP21_Black,																*,		2500,		1200
			MSFC_GP21_Green,																*,		2500,		1200
